X,SampleID,Year,Sampling.Order,Season_Tucker2021,Month,chla.ug.per.L,Phosphate,Silicate,NitrateNitrite,Ammonia,DIN,DIN_DIP,Nitrate_Silicate,DIN_Silicate,Site,Time,SW.Temperature.at.site,Salinity,Depth,pH,Date1,Day.of.year,X19But,X19Hex,Allo,beta.Car,alph.Car,Chla,Chlb,Chlc1.2,Chlc.3,Cphlid,Diadino,Diato,Fuco,Lut,Neo,Peri,Prasino,Viola,Zea,Dva,Mva,Tchla,X19But.Rel,X19Hex.Rel,Allo.Rel,beta.Car.Rel,alph.Car.Rel,Chla.Rel,Chlb.Rel,Chlc1.2.Rel,Chlc.3.Rel,Cphlid.Rel,Diadino.Rel,Diato.Rel,Fuco.Rel,Lut.Rel,Neo.Rel,Peri.Rel,Prasino.Rel,Viola.Rel,Zea.Rel,Dva.Rel,Mva.Rel,Project,decimal_dat,Month_abb,PRO.mL,SYN.mL,PEUK.mL,HBACT.mL,RunFCM,Spatial,latitude,longitude,lln_micro,llp_micro,Log_Chla,Log_HBACT.mL,Log_SYN.mL,Log_PEUK.mL,Log_PRO.mL,Log_Phosphate,Log_Silicate,Log_NitrateNitrite,Log_Ammonia,Log_Lut.Rel,Log_Peri.Rel,Log_Dva.Rel,Log_plus_PRO.mL,Log_plus_Lut.Rel,Metagenome,Metagenome_ID
NROc0298,NROc0298,2018,13,Fall,October,0.7,0.04,3.02,0.21,0.08,0.29,7.25,0.07,0.1,NR2,10:26:00,26.86,35.11,2.282,7.97,10/11/18,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.775342,Oct,19801,58445,5305,837431,Run_Aug2022,Transition,21.5147,-157.8117167,NA,NA,-0.356674944,13.63809415,10.97584142,8.576405051,9.89348772,-3.218875825,1.105256831,-1.560647748,-2.525728644,NA,NA,NA,9.893538222,NA,NA,NA
NR330_R2,NR330_R2,2018,14,Fall,November,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NR2,11:10:00,26.7,35.74,1.89,7.46,11/9/18,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.854795,Nov,5292,209476,19552,1126217,Run_Aug2022,Nearshore,21.5147,-157.8117167,NA,NA,0.262364264,13.93437479,12.25236445,9.880832862,8.573951525,NA,NA,NA,NA,NA,NA,NA,8.574140472,NA,NA,NA
NRJa0362,NRJa0362,2019,15,Winter,January,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NR2,0:00:00,24.51,35.3,2.028,8.04,1/11/19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.027397,Jan,8391,8417,2652,623937,Run_Jan2022,Transition,21.5147,-157.8117167,NA,NA,-0.693147181,13.34380468,9.038008749,7.883069351,9.034914982,NA,NA,NA,NA,NA,NA,NA,9.03503415,NA,NA,NA
NRFe0394,NRFe0394,2019,16,Winter,February,1.3,0.07,1.62,0.16,NA,NA,NA,0.1,NA,NR2,10:55:00,23.48,34.81,2.243,7.92,2/25/19,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.150685,Feb,31658,19539,6881,954873,Run_Aug2022,Nearshore,21.5147,-157.8117167,NA,NA,0.262364264,13.76933363,9.880167747,8.836519269,10.36274616,-2.659260037,0.482426149,-1.832581464,NA,NA,NA,NA,10.36277775,NA,NA,NA
NRMa0426,NRMa0426,2019,17,Winter,March,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NR2,9:28:00,23.73,35.28,1.775,7.89,3/21/19,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.216438,Mar,5213,12868,4661,1014645,Run_Aug2022,Nearshore,21.5147,-157.8117167,NA,NA,-0.693147181,13.83004936,9.462498888,8.446985296,8.558910785,NA,NA,NA,NA,NA,NA,NA,8.559102594,NA,NA,NA
NRAp0458,NRAp0458,2019,18,Spring,April,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NR2,12:08:00,25.16,36.94,2.15,7.84,4/22/19,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.30411,Apr,1865,61019,9940,959469,Run_Aug2022,Transition,21.5147,-157.8117167,NA,NA,0.78845736,13.77413529,11.01894057,9.2043223,7.531016332,NA,NA,NA,NA,NA,NA,NA,7.531552381,NA,NA,NA
NRMy0485,NRMy0485,2019,19,Spring,May,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NR2,9:10:00,25.48,36.61,1.86,7.79,5/21/19,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.383562,May,32262,38867,3375,602888,Run_Aug2022,Transition,21.5147,-157.8117167,NA,NA,-0.510825624,13.30948672,10.56790084,8.124150603,10.38164535,NA,NA,NA,NA,NA,NA,NA,10.38167634,NA,NA,NA
NRJn0505,NRJn0505,2019,20,Spring,June,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NR2,9:33:00,26.61,36.35,2.11,7.72,6/14/19,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.449315,Jun,4872,56870,4819,977563,Run_Aug2022,Transition,21.5147,-157.8117167,NA,NA,-0.356674944,13.79281802,10.94852324,8.480321717,8.491259809,NA,NA,NA,NA,NA,NA,NA,8.491465043,NA,NA,NA
NRAu0525,NRAu0525,2019,21,Summer,August,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:33:00,28.43,33.26,2.071,8.07,8/13/19,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.613699,Aug,2193,142561,14181,975003,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.105360516,13.79019583,11.86752526,9.559658319,7.693025748,NA,NA,NA,NA,NA,NA,NA,7.693481641,NA,NA,NA
NRAu0545,NRAu0545,2019,22,Summer,August,1,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:10:00,28.41,32.95,1.909,8.08,8/29/19,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.657534,Aug,9008,187206,12041,1308604,Run2,Transition,21.5147,-157.8117167,NA,NA,0,14.08447148,12.13996489,9.396072772,9.10586835,NA,NA,NA,NA,NA,NA,NA,9.105979357,NA,NA,NA
NROc0565,NROc0565,2019,23,Fall,October,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NR2,13:10:00,27.6,33.64,2.118,8.1,10/7/19,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.764384,Oct,16597,20655,6670,997627,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.105360516,13.81313474,9.9357127,8.805375139,9.716977235,NA,NA,NA,NA,NA,NA,NA,9.717037485,NA,NA,NA
NRDe0585,NRDe0585,2019,24,Fall,December,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NR2,9:58:00,26.6,33.68,1.991,8.07,12/9/19,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.936986,Dec,224458,7406,2508,592200,Run2,Offshore,21.5147,-157.8117167,NA,NA,-1.609437912,13.29159969,8.910045761,7.827240902,12.32144389,NA,NA,NA,NA,NA,NA,NA,12.32144834,NA,NA,NA
NRJa0605,NRJa0605,2020,25,Winter,January,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:49:00,24.88,33.22,1.945,7.84,1/24/20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.062842,Jan,262209,3887,2153,564415,Run2,Offshore,21.5147,-157.8117167,NA,NA,-2.302585093,13.24354508,8.265392931,7.674617497,12.47689717,NA,NA,NA,NA,NA,NA,NA,12.47690099,NA,NA,NA
NRMa0625,NRMa0625,2020,26,Winter,March,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:53:00,24.03,33.24,1.826,7.8,3/20/20,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.215847,Mar,59666,8364,3716,584715,Run2,Transition,21.5147,-157.8117167,NA,NA,-1.203972804,13.27887983,9.031692061,8.2204031,10.99651762,NA,NA,NA,NA,NA,NA,NA,10.99653438,NA,NA,NA
NRMy0645,NRMy0645,2020,27,Spring,May,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:55:00,25.64,33.36,2.077,7.58,5/14/20,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.36612,May,30792,58892,8666,828292,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.223143551,13.62712103,10.98346054,9.067162602,10.33501019,NA,NA,NA,NA,NA,NA,NA,10.33504267,NA,NA,NA
NRJy0665,NRJy0665,2020,28,Summer,July,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NR2,11:03:00,27.49,33.31,1.89,7.73,7/21/20,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.551913,Jul,30083,96735,11293,1012820,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.356674944,13.82824908,11.47973056,9.331938344,10.31171551,NA,NA,NA,NA,NA,NA,NA,10.31174875,NA,NA,NA
NRAu0685,NRAu0685,2020,29,Summer,August,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:04:00,27.9,33.66,1.899,7.95,8/28/20,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.655738,Aug,28756,102499,19013,1294331,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.223143551,14.07350452,11.53760832,9.852878235,10.26660172,NA,NA,NA,NA,NA,NA,NA,10.26663649,NA,NA,NA
NRSe0705,NRSe0705,2020,30,Summer,September,0.7,0.11,2.72,0.58,0.04,0.62,5.64,0.21,0.23,NR2,10:12:00,27.34,35.45,2.018,7.86,9/22/20,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.724044,Sep,14628,66980,11319,949818,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.356674944,13.76402567,11.11214935,9.334238009,9.590692779,-2.207274913,1.00063188,-0.544727175,-3.218875825,NA,NA,NA,9.590761139,NA,NA,NA
NRNo0725,NRNo0725,2020,31,Fall,November,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:51,26.27,35.35,1.935,8.05,11/16/20,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.874317,Nov,24331,17372,8653,560450,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.693147181,13.23649531,9.762614994,9.065661361,10.09950654,NA,NA,NA,NA,NA,NA,NA,10.09954764,NA,NA,NA
NRDe0745,NRDe0745,2020,32,Fall,December,0.5,0.11,1.24,0.3,NA,NA,NA,0.24,NA,NR2,10:08,25.6,35.19,2.064,7.89,12/23/20,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.97541,Dec,122852,19657,6211,565203,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.693147181,13.24494024,9.886188788,8.734077193,11.71873566,-2.207274913,0.21511138,-1.203972804,NA,NA,NA,NA,11.7187438,NA,NA,NA
NRFe0765,NRFe0765,2021,33,Winter,February,0.2,0.14,1.23,0.25,NA,NA,NA,0.2,NA,NR2,10:14,24.42,35.05,1.95,8,2/12/21,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.115068,Feb,102683,4438,2508,395855,Run2,Offshore,21.5147,-157.8117167,NA,NA,-1.609437912,12.88880326,8.397959103,7.827240902,11.53940185,-1.966112856,0.207014169,-1.386294361,NA,NA,NA,NA,11.53941159,NA,NA,NA
NRAp0785,NRAp0785,2021,34,Spring,April,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:41,24.39,34.92,2.072,7.94,4/16/21,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.287671,Apr,9533,38565,5646,932354,Run2,Nearshore,21.5147,-157.8117167,NA,NA,-0.693147181,13.74546785,10.56010041,8.638702609,9.162514742,NA,NA,NA,NA,NA,NA,NA,9.162619636,NA,NA,NA
NRMy0815,NRMy0815,2021,35,Spring,May,0.4,0.09,1.92,0.19,NA,NA,NA,0.1,NA,NR2,10:26,25.36,35.06,2.069,7.82,5/24/21,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.391781,May,22887,72298,7550,702210,Run2,Transition,21.5147,-157.8117167,NA,NA,-0.916290732,13.46198778,11.18855175,8.929302842,10.03832434,-2.407945609,0.652325186,-1.660731207,NA,NA,NA,NA,10.03836803,NA,NA,NA
NRJu0835,NRJu0835,2021,36,Summer,June,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NR2,10:27,26.61,34.95,2.054,7.96,6/21/21,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.468493,Jun,15166,146592,11161,1044320,Run2,Nearshore,21.5147,-157.8117167,NA,NA,-0.510825624,13.85887651,11.8954085,9.320180838,9.626811359,NA,NA,NA,NA,NA,NA,NA,9.626877294,NA,NA,NA
NTAu0041,NTAu0041,2017,1,Summer,August,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,10:53:00,27.01,34.9,2.015,8.08,8/23/17,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.641096,Aug,99637,30398,1182,607721,Run_Aug2022,Offshore,21.526,-157.7979,NA,NA,-1.203972804,13.31747117,10.3221321,7.074963198,11.50928886,NA,NA,NA,NA,NA,NA,NA,11.5092989,NA,NA,NA
NT61_R2,NT61_R2,2017,2,Summer,September,0.4,0.06,1.36,0.09,NA,NA,NA,0.07,NA,NTO1,10:57:00,27.02,35.25,1.76,8.14,9/20/17,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.717808,Sep,157294,12619,2324,707909,Run_Jan2022,Offshore,21.526,-157.7979,NA,NA,-0.916290732,13.47007083,9.442958894,7.751045118,11.96587194,-2.813410717,0.3074847,-2.407945609,NA,NA,NA,NA,11.9658783,NA,Yes,KSe061NT
NTNo0081,NTNo0081,2017,3,Fall,November,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,13:25:00,26.34,34.51,2.16,8.1,11/1/17,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.832877,Nov,96170,25539,2666,601510,Run_Aug2022,Transition,21.526,-157.7979,NA,NA,-0.510825624,13.30719844,10.14796197,7.888334501,11.47387274,NA,NA,NA,NA,NA,NA,NA,11.47388314,NA,NA,NA
NTDe0101,NTDe0101,2017,4,Fall,December,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,8:19:00,24.94,35.5,2.2,8.2,12/8/17,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.934247,Dec,218576,7576,1851,528108,Run_Aug2022,Offshore,21.526,-157.7979,NA,NA,-0.916290732,13.17705609,8.932740635,7.523481313,12.29488906,NA,NA,NA,NA,NA,NA,NA,12.29489363,NA,NA,NA
NTJa0123,NTJa0123,2018,5,Winter,January,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,14:58:00,24.63,34.36,1.729,8.2,1/29/18,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.076712,Jan,70709,7235,2193,494704,Run_Aug2022,Offshore,21.526,-157.7979,NA,NA,-0.510825624,13.11171488,8.886685639,7.693025748,11.16632814,NA,NA,NA,NA,NA,NA,NA,11.16634228,NA,NA,NA
NTFe0143,NTFe0143,2018,6,Winter,February,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,9:33:00,23.18,35.13,2.19,8.12,2/21/18,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.139726,Feb,77931,7695,4740,632183,Run_Aug2022,Offshore,21.526,-157.7979,NA,NA,-0.223143551,13.35693419,8.948326046,8.463792415,11.2635791,NA,NA,NA,NA,NA,NA,NA,11.26359193,NA,NA,NA
NTMa0163,NTMa0163,2018,7,Winter,March,0.3,0.07,1.49,0.05,NA,NA,NA,0.03,NA,NTO1,11:34:00,24,34.61,1.965,8.17,3/28/18,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.235616,Mar,216540,6697,3519,595443,Run_Jan2022,Offshore,21.526,-157.7979,NA,NA,-1.203972804,13.29706095,8.809414944,8.165932137,12.28553057,-2.659260037,0.39877612,-2.995732274,NA,NA,NA,NA,12.28553518,NA,Yes,KMa163NT
NTMy0183,NTMy0183,2018,8,Spring,May,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,8:07:00,24.63,34.62,2.04,8.09,5/1/18,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.328767,May,135891,13866,2902,564849,Run_Aug2022,Offshore,21.526,-157.7979,NA,NA,-0.916290732,13.24431372,9.53719508,7.973155433,11.81960837,NA,NA,NA,NA,NA,NA,NA,11.81961573,NA,NA,NA
NTJn0203,NTJn0203,2018,9,Spring,June,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,8:10:00,25.12,34.99,1.9,8.08,6/1/18,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.413699,Jun,101790,83144,9822,851914,Run_Jan2022,Transition,21.526,-157.7979,NA,NA,-0.105360516,13.65524086,11.32832932,9.192380047,11.53066715,NA,NA,NA,NA,NA,NA,NA,11.53067697,NA,NA,NA
NTJn0223,NTJn0223,2018,10,Spring,June,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,7:57:00,26.34,34,2.045,8.08,6/19/18,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.463014,Jun,72009,128196,10531,1133466,Run_Aug2022,Transition,21.526,-157.7979,NA,NA,-0.223143551,13.94079075,11.76131562,9.262078567,11.18454639,NA,NA,NA,NA,NA,NA,NA,11.18456028,NA,NA,NA
NTJy0251,NTJy0251,2018,11,Summer,July,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,9:58:00,26.02,34.11,2.26,8.04,7/23/18,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.556164,Jul,193706,37423,3204,788099,Run_Aug2022,Offshore,21.526,-157.7979,NA,NA,-0.916290732,13.577379,10.53004077,8.072155308,12.17409682,NA,NA,NA,NA,NA,NA,NA,12.17410199,NA,NA,NA
NTSe0271,NTSe0271,2018,12,Summer,September,1,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,10:32:00,27.14,33.3,1.7,8.03,9/11/18,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.693151,Sep,89539,93912,12290,929912,Run_Aug2022,Transition,21.526,-157.7979,NA,NA,0,13.74284524,11.45011345,9.416541203,11.40242956,NA,NA,NA,NA,NA,NA,NA,11.40244073,NA,NA,NA
NT297_R2,NT297_R2,2018,13,Fall,October,0.5,0.05,2.56,0.17,NA,NA,NA,0.07,NA,NTO1,10:15:00,26.8,35.01,2.2,7.85,10/11/18,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.775342,Oct,23832,40994,4740,591635,Run_Aug2022,Transition,21.526,-157.7979,NA,NA,-0.693147181,13.29064517,10.62118099,8.463792415,10.07878449,-2.995732274,0.940007258,-1.771956842,NA,NA,NA,NA,10.07882645,NA,Yes,KOc297NT
NTNo0329,NTNo0329,2018,14,Fall,November,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,10:52:00,26.68,36.07,2.1,7.78,11/9/18,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.854795,Nov,42111,74819,7682,711704,Run_Aug2022,Nearshore,21.526,-157.7979,NA,NA,-0.693147181,13.47541737,11.22282714,8.946635209,10.64806427,NA,NA,NA,NA,NA,NA,NA,10.64808801,NA,NA,NA
NTJa0361,NTJa0361,2019,15,Winter,January,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NTO1,9:46:00,24.46,35.3,1.912,8.05,1/11/19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.027397,Jan,161128,14785,4254,838337,Run_Aug2022,Transition,21.526,-157.7979,NA,NA,-0.693147181,13.63917545,9.601368432,8.355614996,11.98995436,NA,NA,NA,NA,NA,NA,NA,11.98996057,NA,NA,NA
